comment,facility,lecturer,others,training_program
hy vọng thầy đảm bảo thời gian lên lớp đủ 30 tiết .,0,1,0,0
"giảng viên dạy dễ hiểu , quan tâm đến học sinh .",0,3,0,0
"thầy dạy không dạy nhiều trong mỗi buổi học , thời gian dạy trên lớp không đảm bảo .",0,1,0,0
truyền đạt kiến thức tốt .,0,3,0,0
"giảng dạy kỹ , quan tâm sinh viên .",0,3,0,0
cần những hướng dẫn chi tiết hơn vì tiếp xúc những cái mới thực hành môn lập trình nhúng thầy không hướng dẫn sinh viên mà để sinh viên tự làm 100% .,0,0,0,1
hy vọng được học và làm việc với thầy nhiều hơn .,0,3,0,0
tài liệu thầy cho đem về ôn cũng phải chờ rất lâu mới có .,0,0,0,1
quan tâm tới sinh viên vui vẻ .,0,3,0,0
"chuyên môn cao , nhiệt tình .",0,3,0,0
sẵn sàng giải đáp tận tình mọi thắc mắc của sinh viên khi được hỏi .,0,3,0,0
tăng cường thêm thiết bị để môn học được hiệu quả .,1,0,0,0
em cũng không biết là cô hay thầy nữa .,0,1,0,0
"thầy dạy dễ hiểu , siêng chép , vui tính .",0,3,0,0
thầy quan tâm cho sinh viên .,0,3,0,0
nên có thời gian nghỉ giải lao giữa giờ cho sinh viên bớt căng thẳng .,0,0,0,1
"nhiều lúc nói chuyện ngoài lề hơi nhiều , dạy thâm giờ .",0,1,0,0
giảng viên dạy nhiệt tình dễ hiểu .,0,3,0,0
biết được một số kỹ năng .,0,0,3,0
em nghĩ không nên cho sinh viên chấm chéo đồ án vì mỗi người code một kiểu và hầu hết ai cũng lo cho đồ án của mình nên việc chấm chéo diễn ra rất khó khăn và gấp gáp nên chấm có thể không chính xác mấy .,0,0,0,1
mở rộng nhiều kiến thức liên quan .,0,0,0,3
"giảng viên vui vẻ , hòa đồng , truyền đạt kiến thức tốt , tận tâm với sinh viên .",0,3,0,0
tôi xin góp ý doubledot đổi giờ học anh văn vào buổi sáng để chất lượng của buổi học được nâng cao .,0,0,0,1
"thật vô lý khi dùng màn chiếu để dạy toán 100% , cách này khiến sinh viên không thể nào theo kịp những điều giảng viên nói và cũng không có cơ hội lên bảng giải bài tập .",0,0,0,1
thầy truyền đạt nhiều kinh nghiệm quý giá .,0,3,0,0
cảm ơn thầy .,0,2,0,0
cần nhiều hoạt động ngoại khóa .,0,0,1,0
"nên tăng cường dạy từ vựng , bị hỏng kiến thức về từ vựng .",0,0,0,1
"giảng rất dễ hiểu , nhiệt tình với sinh viên .",0,3,0,0
đảm bảo tốt .,0,0,3,0
"thầy dạy hay , hướng dẫn tận tình .",0,3,0,0
file thực hành cần có một số gợi ý cho sinh viên biết hướng và định hướng giải .,0,0,0,1
cô dạy nhiệt tình và không bị áp lực trong khi học .,0,3,0,0
thầy dạy rất vui .,0,3,0,0
bài tập khó và thường không song song với lý thuyết .,0,0,0,1
thầy trực phòng thực hành cũng đã bảo về và vào phòng tắt máy lạnh .,0,2,0,0
"phòng học anh văn chất lượng loa , micro không tốt , không đáp ứng được cho sinh viên rèn luyện kỹ năng nghe .",1,0,0,0
truyền đạt rất nhiều kiến thức thực tế bổ ích .,0,3,0,0
"thầy wzjwz222 vui vẻ , giảng không buồn ngủ , giải đáp thắc mắc đầy đủ , dễ hiểu .",0,3,0,0
giảng viên không dành tìm hiểu trước nội dung giảng dạy trước khi lên lớp .,0,1,0,0
em nghĩ là chỉ cần đồ án cuối kỳ là đủ rồi .,0,0,0,1
"cách truyền đạt , sự tận tâm .",0,3,0,0
thầy luôn làm cho không khí học thoải mái .,0,3,0,0
dạy tốt chu đáo .,0,3,0,0
đồng thời bài tập và tài liệu thầy thực sự được cung cấp rất nhiều .,0,3,0,0
giảng bài kỹ và dễ hiểu .,0,3,0,0
"giảng viên hướng dẫn sinh viên nhiệt tình , dễ hiểu .",0,3,0,0
cô lên lớp vui vẻ .,0,3,0,0
"giáo viên rất dễ tính , dạy dễ hiểu , có nhiều điểm cộng .",0,3,0,0
mức độ quan tâm học sinh rất cao .,0,0,3,0
cung cấp thêm tài liệu và cho nhiều ví dụ thêm .,0,0,0,1
trang thiết bị tốt hơn .,1,0,0,0
"mở các câu lạc bộ về lập trình sẽ giúp các sinh viên đầu khoá có cách tiếp cận môn học dễ dàng cũng như cách nghiên cứu về môn học , còn các sinh viên năm 3 năm 4 sẽ có cơ hội hướng dẫn các sinh viên đầu khoá , như vậy các anh chị khoá trên sẽ nắm chặt kiến thức hơn .",0,0,1,0
"thầy rất có kinh nghiệm khi giảng dạy , các bài giảng của thầy rất có ích sau khi ra trường của sinh viên bọn em .",0,3,0,0
tiếc là học kỳ 2 em không đăng ký được lớp lập trình hướng đối tượng của cô !,0,0,3,0
thầy rất nhiệt tình dạy .,0,3,0,0
thầy nói khó nghe nên đôi lúc không nghe được thầy đang nói gì .,0,1,0,0
bài tập quá nhiều colonsmilesmile .,0,0,0,1
"cô dạy vui vẻ , nhiệt tình .",0,3,0,0
hướng dẫn giải bài tập chi tiết .,0,3,0,0
"hầu như không dạy kiến thức oracle cho sinh viên , mà chỉ nói lại kiến thức môn hệ quản trị cơ sở dữ liệu .",0,1,0,0
nên chia ra 2 buổi học 1 là lý thuyết 2 là thực hành .,0,0,0,1
giọng thầy em nghe không rõ .,0,1,0,0
tốn nhiều thời gian trong buổi học cho các việc không cần thiết .,0,0,0,1
thầy dạy hay và vui vẻ .,0,3,0,0
sinh viên không nắm được nội dung môn học là gì .,0,0,0,1
"giáo viên nhiệt tình , tận tâm , lên lớp đúng giờ .",0,3,0,0
thời gian môn học nên kéo dài hơn .,0,0,0,1
"cô dạy rất nhiệt huyết , dạy để hiểu , hiểu bản chất , chứ không phải dạy kiến thức suông như một số giáo viên khác .",0,3,0,0
"hình thức báo cáo đồ án quá đơn giản , không có chiều sâu dẫn đến không nói lên được chất lượng đồ án , không kiểm soát được trường hợp gánh team , trường hợp không hiểu rõ code vẫn được max điểm .",0,1,0,0
cách chỉ dẫn .,0,2,0,0
"giọng cô người miền ngoài nên dạy khá khó hiểu , cô dạy hơi nhanh .",0,1,0,0
"rất ok , rất thích cách dạy của thầy .",0,3,0,0
giảng rất dễ hiểu .,0,3,0,0
"giảng viên vui tính , tận tâm , nhiệt tình .",0,3,0,0
"thầy vẫn đọc slide và nói quá nhanh , những gì thầy nói đã có sẵn trên slide sinh viên đọc có thể rút ra được .",0,1,0,0
nhiệt huyết truyền đạt kiến thức .,0,3,0,0
nên có bài viết hoặc bài tiểu luận mỗi 2 tuần trên courses để sinh viên thực tập .,0,0,0,1
"phần cho điểm , nội dung ôn thi .",0,2,0,0
"thầy dạy rất dễ hiểu , cho nhiều bài tập .",0,3,0,0
"em cũng như các bạn học chung trong lớp đều thấy phần thực hành cho mỗi buổi như thế là quá nhiều , nhất là các bài thực hành từ 13 trở đi .",0,0,0,1
"thầy cho bài kiểm tra tính cách , sau đó lập nhóm trong nhóm có đầy đủ nhóm tính cách , thầy còn khuyên , nhóm đừng nên quen biết nhau thầy đã sai lầm lúc đầu em và mọi người ắt hẳn phấn khích lắm nhưng sau này thầy để mỗi nhóm tìm ra con đường chính của cả nhóm !",0,1,0,0
"giảng chậm , chi tiết , dễ hiểu .",0,3,0,0
nên bổ sung thêm giáo trình cho sinh viên .,0,0,0,1
giảng giải tốt vấn đề được đề cập đến .,0,3,0,0
cô cho bài tập trắc nghiệm về nhà trên moodle .,0,2,0,0
cần trao đổi nhiều hơn với sinh viên qua các kênh của trường như web môn học chẳng hạn .,0,0,1,0
"giáo trình thực hành đi quá nhanh so với lý thuyết , đi trước lý thuyết 1 tháng tới 1dot5 tháng .",0,0,0,1
giảng viên đưa ra nhiều dạng bài tập giúp học sinh hiểu rõ hơn .,0,3,0,0
chỉ là đôi khi thầy hơi nóng tính lúc làm việc .,0,2,0,0
môn học hay .,0,0,0,3
lượng thời gian để hoàn thành các đồ án cho nhiều môn như vậy đã là không đủ trong một học kỳ .,0,0,0,1
deadline cho thời gian không đủ dài để sinh viên hoàn thành bài tập .,0,0,0,1
"bài tập cần thực tiễn hơn giống như bài toán "" chi tiết máy "" , bài toán "" tính tiền lương "" thay vì những khái niệm toán học .",0,0,0,1
kiến thức thực tế .,0,0,0,3
"phòng wzjwz35 nhà trường nên thay máy chiếu mới , vì nó đã quá cũ và thường xuyên gặp vấn đề .",1,0,0,0
"tài liệu đầy đủ , phương pháp dạy dễ tiếp thu và giảng viên nhiệt tình .",0,0,0,3
thầy rất nhiệt tình và vui vẻ .,0,3,0,0
giáo viên truyền được cảm hứng ưa thích môn học và thường xuyên liên lạc đến các vấn đề xã hội ngoài môn học .,0,3,0,0
cô rất vui .,0,3,0,0
"cô quá là dễ thương , nhiệt tình .",0,0,0,3
em nghĩ là làm bài tập nhiều tốt hơn là học lý thuyết nhiều .,0,0,0,1
cô rất nhiệt tình trong việc giảng dạy và giao tiếp với sinh viên .,0,3,0,0
dạy tốt có tâm .,0,3,0,0
"thầy dễ tính , có đi học đều sẻ qua môn , hoạt động làm bài thu hoạch tạo điều kiện cho sinh viên lấy điểm .",0,3,0,0
"slide bài giảng , tài liệu cần có nhiều ví dụ , tài liệu khó hiểu .",0,0,0,1
"thầy vui vẻ , sâu sắc .",0,3,0,0
nên tập trung vào luyện speaking và luyện cú pháp .,0,0,0,1
"chấm đồ án doubledot chấm không công bằng , không thể lấy lý do không thích tính cách của sinh viên mà không cho sinh viên đậu , mặc dù đồ án hoàn thành tốt .",0,1,0,0
"thầy tận tâm , giảng rất dễ hiểu .",0,3,0,0
"tích cực giúp đỡ sinh viên khi gặp khúc mắc , phương pháp dạy vui , thoải mái xen kẽ chuyên sâu .",0,3,0,0
nên đầu tư thiết bị để có thực hành .,1,0,0,0
điều này khiến giảng viên khó xử .,0,1,0,0
"thầy dạy hơi nhanh , nhưng kỹ và sâu .",0,3,0,0
"khó hiểu và truyền đạt hơi nhanh , khó tiếp thu .",0,1,0,0
đôi khi thầy hơi khó tính .,0,3,0,0
dạy nhiều kiến thức ngoài xã hội .,0,3,0,0
phòng thực hành có nhiều máy không sử dụng được .,1,0,0,0
thầy cho thời hạn deadline không hợp lý .,0,1,0,0
mong rằng thầy cô thực hành sẽ luôn cập nhật tin tức trên trang web môn học để có thể đáp ứng được chỉ tiêu mà phòng đào tạo đề ra như ban đầu đối với môn học đó là mọi thắc mắc sẽ được giáo viên trả lời trong vòng 24 tiếng .,0,1,0,0
nên nâng cao chất lượng sơ sở .,1,0,0,0
chưa nói rõ để sinh viên có thể hiểu rõ .,0,1,0,0
chỉ làm bài tập dựa trên tài liệu và tìm kiếm trên mạng .,0,0,1,0
giảng viên chưa nhiệt tình giảng dạy cho lắm .,0,1,0,0
thầy dạy nói hơi nhanh .,0,1,0,0
nên đặt deadline là 11doubledot55 pm thay vì 12doubledot00 am nhiều khi nhìn lịch ở ngoài bị nhầm làm miss deadline nhiều lần .,0,0,0,1
nên thông nhất nội dung từ đầu năm học .,0,0,0,1
tận tình với sinh viên .,0,3,0,0
"thầy tận tâm , nhiệt tình giúp đỡ , giải đáp thắc mắc cho sinh viên .",0,3,0,0
thầy giảng tận tâm .,0,3,0,0
"bài giảng dựa theo chuẩn ngôn ngữ assembly trên linux nên tìm kiếm thông tin , tài liệu khá khó khăn .",0,0,0,1
giảng viên ra đồ án cho sinh viên về làm để mở rộng kiến thức .,0,3,0,0
"thích cách dạy của thầy , chỉ ra hướng đi cho sinh viên chứ không quá máy móc vào slide , giáo án .",0,3,0,0
cô giảng dễ hiểu và nhiệt tình .,0,3,0,0
giảng viên ít cho ví dụ và giải bài tập trên lớp .,0,1,0,0
thầy sử dụng một số thời gian đứng lớp để làm một số việc không quá quan trọng .,0,1,0,0
bài giảng không hay .,0,0,0,1
cập nhật điểm chậm .,0,1,0,0
"thầy rất nhiệt tình và tận tâm , có kiến thức rộng .",0,3,0,0
nên giảng nhiều hơn những phần quan trọng .,0,1,0,0
"thầy dễ thương , tận tụy với môn học .",0,3,0,0
ra nhiều bài tập hơn .,0,0,0,1
"giảng viên hướng dẫn làm bài tập , dạy dễ hiểu .",0,3,0,0
"nên thay đổi hình thức thi cuối kỳ , nên làm bài thi trên máy hoặc làm đồ án môn học .",0,0,0,1
"cần có thêm các hoạt động nghe nhìn như video clip , hình ảnh , các hoạt động ngoại khóa , có các buổi tham gia nói chuyện với người nước ngoài .",0,0,0,1
"nội dung đồ án doubledot không nên quá rộng , nên cô đọng những điểm quan trọng , và nên cho làm từ bước phân tích yêu cầu đến khi hoàn thành đồ án .",0,0,0,1
giảng lý thuyết trước khi cho sinh viên làm bài thực hành trên lớp .,0,3,0,0
cần thay đổi giờ thực hành hình thức 2 sang thực hành hình thức 1 để sinh viên có thể áp dụng tốt hơn các kiến thức đã học .,0,0,0,1
sinh viên quá đông gây nóng nực .,0,0,1,0
dạy cụ thể từng bài tập .,0,1,0,0
bảo học sinh không chịu học là không đúng .,0,0,1,0
cô dạy rất hiệu quả .,0,3,0,0
thầy hiểu tâm lý sinh viên .,0,3,0,0
nâng cấp thiết bị dạy học cho môn anh văn .,1,0,0,0
"cô rất thân thiện , dạy tận tâm .",0,3,0,0
ở trong lớp thầy nói nhỏ mà nhanh quá !,0,1,0,0
"dọng thầy hơi khó nghe , nói còn hơi to .",0,1,0,0
"bài tập nhiều , rất sát .",0,0,0,3
thầy dạy các phần trọng tâm và cho ví dụ rất chi tiết .,0,3,0,0
"có chương trình thực hành cụ thể , rõ ràng .",0,0,0,3
giảng dạy kỹ .,0,3,0,0
nội dung cần cập nhật và sát với thực tiễn hơn .,0,0,0,1
"nên chú trọng nhiều hơn vào kỹ năng giao tiếp , nghe , nói của sinh viên thay vì phần ngữ pháp .",0,0,0,1
giáo trình tốt .,0,3,0,0
một trong những giảng viên yêu thích .,0,3,0,0
thật chất em không học thầy này .,0,2,0,0
cần thiết thực cụ thể hơn nữa .,0,0,0,1
không nhiệt tình với sinh viên .,0,1,0,0
"thầy đã nhận xét doubledot "" các bạn chỉ nói theo cách hiểu của các bạn , nội dung thuyết trình đã chán , mà các bạn không có sản phẩm để demo giới thiệu "" .",0,1,0,0
lên được 1 buổi .,0,1,0,0
phương pháp giảng dạy và sự nhiệt tình .,0,3,0,0
chỉ có vấn đề là em chưa cố gắng .,0,0,1,0
"giảng viên chưa có nhiều kinh nghiệm , sinh viên tự làm thực hành , ít được hướng dẫn .",0,1,0,0
"môn học nên cập nhật giáo trình mới liên tục , tài liệu học tập cũ , rất nhiều chỗ sai .",0,0,0,1
"nhiệt tình , lên lớp rất đúng giờ .",0,3,0,0
không đầu tư nhiều cho bài giảng .,0,1,0,0
